geneID,name,altName,description,chr,start,stop,strand,dist2Telo,upstreamOrient,upstreamDist,downstreamOrient,downstreamDist,type,exons,tsLength,spliceAlt,pseudo,tmDom,signalP,loc,subtelo.HP1,ap2gMotifs_1k,ap2gMotifs_3k,family,cvge,heterochrom,hda2KD,hp1KD,combined,trophPep,egcPep,lgcPep,eGC.Troph.ratio,lGC.Troph.ratio,tsGenLoc
PF3D7_0708600,IMC1d,IMC1d,inner membrane complex protein 1d putative (IMC1d),Pf3D7_07_v3,389473,390365,(-),390365,same,1136,same,1151,protein,2,759,0,0,0,0,0,FALSE,1,1,invasion/motility,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 389473 - 390365 (-)
PF3D7_0708700,PF3D7_0708700 protein,PF3D7_0708700 protein,Cg8 protein,Pf3D7_07_v3,391502,392188,(-),392188,opposite,3522,same,1136,protein,1,687,0,0,1,0,secretoryPathway,FALSE,0,1,other,0,0,0,0,0,9,4,4,-0.17618993,-0.17618993,Pf3D7_07_v3: 391502 - 392188 (-)
PF3D7_0708800,HSP110c,HSP110c,heat shock protein 110 (HSP110c),Pf3D7_07_v3,395711,398332,(+),395711,opposite,3522,opposite,957,protein,1,2622,0,0,0,0,0,FALSE,0,2,hsp,0,0,0,0,0,46,39,39,0.753631481,0.753631481,Pf3D7_07_v3: 395711 - 398332 (+)
PF3D7_0708900,PF3D7_0708900 protein,PF3D7_0708900 protein,Cg3 protein,Pf3D7_07_v3,399290,400243,(-),400243,opposite,2978,opposite,957,protein,1,954,0,0,1,0,secretoryPathway,FALSE,2,2,other,0,0,0,0,0,5,4,4,0.670526572,0.670526572,Pf3D7_07_v3: 399290 - 400243 (-)
PF3D7_0709000,CRT,CRT,chloroquine resistance transporter (CRT),Pf3D7_07_v3,403222,406317,(+),403222,opposite,2978,opposite,502,protein,13,1275,0,0,10,0,intergralMembrane,FALSE,1,1,other,0,0,0,0,0,4,1,1,-0.997512005,-0.997512005,Pf3D7_07_v3: 403222 - 406317 (+)
PF3D7_0709050,PF3D7_0709050 snoRNA,PF3D7_0709050 snoRNA,small nucleolar RNA,Pf3D7_07_v3,406820,407448,(-),407448,opposite,766,opposite,502,snoRNA,1,629,0,0,NA,NA,nucleus,FALSE,0,0,snoRNA,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 406820 - 407448 (-)
PF3D7_0709100,PF3D7_0709100 protein,PF3D7_0709100 protein,Cg1 protein,Pf3D7_07_v3,408215,411961,(+),408215,opposite,766,opposite,381,protein,1,3747,0,0,0,1,secretoryPathway,FALSE,0,0,other,0,0,0,0,0,7,6,6,0.769685486,0.769685486,Pf3D7_07_v3: 408215 - 411961 (+)
PF3D7_0709200,GLP3,GLP3,glutaredoxin-like protein (GLP3),Pf3D7_07_v3,412343,413161,(-),413161,same,398,opposite,381,protein,1,819,0,0,0,0,mitochondrion,FALSE,1,1,other,0,0,0,0,0,1,0,0,-5.666476544,-5.666476544,Pf3D7_07_v3: 412343 - 413161 (-)
PF3D7_0709300,CG2,CG2,Cg2 protein (CG2),Pf3D7_07_v3,413560,421749,(-),421749,same,1486,same,398,protein,1,8190,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 413560 - 421749 (-)
PF3D7_0709400,PF3D7_0709400 protein,PF3D7_0709400 protein,Cg7 protein,Pf3D7_07_v3,423236,427234,(-),427234,opposite,1488,same,1486,protein,2,3846,0,0,0,0,0,FALSE,2,2,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 423236 - 427234 (-)
PF3D7_0709500,PF3D7_0709500 protein,PF3D7_0709500 protein,conserved Plasmodium protein unknown function,Pf3D7_07_v3,428723,429346,(+),428723,opposite,1488,opposite,510,protein,2,408,0,0,0,0,0,FALSE,1,1,other,0,0,0,0,0,2,1,1,-0.00110527,-0.00110527,Pf3D7_07_v3: 428723 - 429346 (+)
PF3D7_0709600,POP1,POP1,ribonucleases P/MRP protein subunit POP1 putative (POP1),Pf3D7_07_v3,429857,433758,(-),433758,same,1330,opposite,510,protein,4,3471,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 429857 - 433758 (-)
PF3D7_0709700,PF3D7_0709700 protein,PF3D7_0709700 protein,lysophospholipase putative,Pf3D7_07_v3,435089,436195,(-),436195,opposite,1704,same,1330,protein,1,1107,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,5,7,7,1.47633878,1.47633878,Pf3D7_07_v3: 435089 - 436195 (-)
PF3D7_0709800,PF3D7_0709800 protein,PF3D7_0709800 protein,conserved protein unknown function,Pf3D7_07_v3,437900,438094,(+),437900,opposite,1704,opposite,462,protein,1,195,0,0,1,1,secretoryPathway,FALSE,1,1,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 437900 - 438094 (+)
PF3D7_0709900,PF3D7_0709900 protein,PF3D7_0709900 protein,conserved Plasmodium membrane protein unknown function,Pf3D7_07_v3,438557,445881,(-),445881,same,1633,opposite,462,protein,3,6933,0,0,4,0,intergralMembrane,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 438557 - 445881 (-)
PF3D7_0710000,PF3D7_0710000 protein,PF3D7_0710000 protein,conserved Plasmodium protein unknown function,Pf3D7_07_v3,447515,458496,(-),458496,opposite,1560,same,1633,protein,7,9804,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 447515 - 458496 (-)
PF3D7_0710100,PF3D7_0710100 protein,PF3D7_0710100 protein,conserved Plasmodium protein unknown function,Pf3D7_07_v3,460057,461436,(+),460057,opposite,1560,same,1668,protein,1,1380,0,0,1,0,secretoryPathway,FALSE,0,0,other,0,0,0,0,0,5,3,3,0.256687822,0.256687822,Pf3D7_07_v3: 460057 - 461436 (+)
PF3D7_0710200,PF3D7_0710200 protein,PF3D7_0710200 protein,conserved Plasmodium protein unknown function,Pf3D7_07_v3,463105,471837,(+),463105,same,1668,opposite,663,protein,1,8733,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 463105 - 471837 (+)
PF3D7_0710300,PF3D7_0710300 protein,PF3D7_0710300 protein,conserved Plasmodium membrane protein unknown function,Pf3D7_07_v3,472501,473541,(-),473541,opposite,1081,opposite,663,protein,4,612,0,0,6,1,intergralMembrane,FALSE,1,1,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 472501 - 473541 (-)
PF3D7_0710400,RAD14,RAD14,DNA repair protein RAD14 putative (RAD14),Pf3D7_07_v3,474623,475720,(+),474623,opposite,1081,opposite,395,protein,1,1098,0,0,0,0,0,FALSE,1,1,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 474623 - 475720 (+)
PF3D7_0710500,PF3D7_0710500 protein,PF3D7_0710500 protein,conserved Plasmodium protein unknown function,Pf3D7_07_v3,476116,477552,(-),477552,same,915,opposite,395,protein,5,768,0,0,1,1,secretoryPathway,FALSE,1,1,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 476116 - 477552 (-)
PF3D7_0710600,RPL34,RPL34,60S ribosomal protein L34 (RPL34),Pf3D7_07_v3,478468,479138,(-),479138,same,2230,same,915,protein,2,453,0,0,0,0,0,FALSE,0,1,ribosome,0,0,0,0,0,3,0,0,-7.241884738,-7.241884738,Pf3D7_07_v3: 478468 - 479138 (-)
PF3D7_0710700,PF3D7_0710700 protein,PF3D7_0710700 protein,conserved Plasmodium protein unknown function,Pf3D7_07_v3,481369,481974,(-),481974,same,726,same,2230,protein,1,606,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 481369 - 481974 (-)
PF3D7_0710800,PF3D7_0710800 protein,PF3D7_0710800 protein,conserved Plasmodium protein unknown function,Pf3D7_07_v3,482701,483831,(-),483831,opposite,1006,same,726,protein,1,1131,0,0,1,0,secretoryPathway,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 482701 - 483831 (-)
PF3D7_0710900,RPL1,RPL1 PF3D7_0710900,50S ribosomal protein L1 mitochondrial putative (RPL1),Pf3D7_07_v3,484838,486037,(+),484838,opposite,1006,opposite,1243,protein,1,1200,0,0,0,0,mitochondrion,FALSE,1,1,mitoRibosome,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 484838 - 486037 (+)
PF3D7_0711000,Cdc48,Cdc48,AAA family ATPase CDC48 subfamily (Cdc48),Pf3D7_07_v3,487281,490970,(-),490970,same,1548,opposite,1243,protein,1,3690,0,0,1,1,apicoplast,FALSE,1,1,other,0,0,0,0,0,2,4,4,1.988141674,1.988141674,Pf3D7_07_v3: 487281 - 490970 (-)
PF3D7_0711100,PF3D7_0711100 protein,PF3D7_0711100 protein,conserved Plasmodium membrane protein unknown function,Pf3D7_07_v3,492519,493232,(-),493232,opposite,2005,same,1548,protein,1,714,0,0,4,0,intergralMembrane,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 492519 - 493232 (-)
PF3D7_0711200,PF3D7_0711200 protein,PF3D7_0711200 protein,conserved Plasmodium protein unknown function,Pf3D7_07_v3,495238,498240,(+),495238,opposite,2005,same,1095,protein,1,3003,0,0,0,0,0,FALSE,1,1,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 495238 - 498240 (+)
PF3D7_0711300,PF3D7_0711300 protein,PF3D7_0711300 protein,conserved Plasmodium protein unknown function,Pf3D7_07_v3,499336,499695,(+),499336,same,1095,opposite,712,protein,1,360,0,0,0,0,0,FALSE,0,1,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 499336 - 499695 (+)
PF3D7_0711400,SAP18,SAP18,histone deacetylase complex subunit SAP18 putative (SAP18),Pf3D7_07_v3,500408,502594,(-),502594,opposite,2650,opposite,712,protein,1,2187,0,0,0,0,nucleus,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 500408 - 502594 (-)
PF3D7_0711500,PF3D7_0711500 protein,PF3D7_0711500 protein,regulator of chromosome condensation putative,Pf3D7_07_v3,505245,507311,(+),505245,opposite,2650,same,1162,protein,1,2067,0,0,0,0,0,FALSE,2,2,other,0,0,0,0,0,20,7,7,-0.521499879,-0.521499879,Pf3D7_07_v3: 505245 - 507311 (+)
PF3D7_0711600,PF3D7_0711600 ncRNA,PF3D7_0711600 ncRNA,Plasmodium RNA of unknown function RUF6-1,Pf3D7_07_v3,508474,508609,(+),508474,same,1162,opposite,3340,ncRNA,1,136,0,0,NA,NA,0,FALSE,2,2,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 508474 - 508609 (+)
PF3D7_0711700,VAR PF3D7_0711700,VAR PF3D7_0711700,erythrocyte membrane protein 1 PfEMP1 (VAR),Pf3D7_07_v3,511950,519425,(-),519425,opposite,3721,opposite,3340,protein,2,6648,0,0,0,0,exported,FALSE,0,1,var,1,1,1,0,3,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 511950 - 519425 (-)
PF3D7_0711800,PF3D7_0711800 ncRNA,PF3D7_0711800 ncRNA,Plasmodium RNA of unknown function RUF6-2,Pf3D7_07_v3,523147,523288,(+),523147,opposite,3721,opposite,1774,ncRNA,1,142,0,0,NA,NA,0,FALSE,1,1,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 523147 - 523288 (+)
PF3D7_0711900,RIF PF3D7_0711900,RIF PF3D7_0711900,rifin pseudogene (RIF),Pf3D7_07_v3,525063,526320,(-),526320,same,1017,opposite,1774,protein,3,1074,0,1,2,1,exported,FALSE,0,0,rifin,0,1,0,0,1,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 525063 - 526320 (-)
PF3D7_0712000,VAR PF3D7_0712000,VAR PF3D7_0712000,erythrocyte membrane protein 1 PfEMP1 (VAR),Pf3D7_07_v3,527338,535131,(-),535131,opposite,3387,same,1017,protein,2,6828,0,0,0,0,exported,FALSE,0,0,var,1,1,1,1,4,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 527338 - 535131 (-)
PF3D7_0712100,PF3D7_0712100 ncRNA,PF3D7_0712100 ncRNA,Plasmodium RNA of unknown function RUF6-12,Pf3D7_07_v3,538519,538660,(+),538520,opposite,3387,opposite,1682,ncRNA,1,142,0,0,NA,NA,0,FALSE,1,1,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 538519 - 538660 (+)
PF3D7_0712200,RIF PF3D7_0712200,RIF PF3D7_0712200,rifin pseudogene (RIF),Pf3D7_07_v3,540343,541541,(-),541541,same,1364,opposite,1682,protein,3,1017,0,1,3,1,exported,FALSE,0,0,rifin,0,1,0,0,1,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 540343 - 541541 (-)
PF3D7_0712300,VAR PF3D7_0712300,VAR PF3D7_0712300,erythrocyte membrane protein 1 PfEMP1 (VAR),Pf3D7_07_v3,542906,550520,(-),550520,same,1637,same,1364,protein,2,6804,0,0,0,0,exported,FALSE,0,0,var,1,1,1,1,4,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 542906 - 550520 (-)
PF3D7_0712400,VAR PF3D7_0712400,VAR PF3D7_0712400,erythrocyte membrane protein 1 PfEMP1 (VAR),Pf3D7_07_v3,552158,559078,(-),559078,same,3827,same,1637,protein,2,6195,0,0,0,0,exported,FALSE,0,1,var,0,1,1,1,3,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 552158 - 559078 (-)
PF3D7_0712500,RIF PF3D7_0712500,RIF PF3D7_0712500,rifin pseudogene (RIF),Pf3D7_07_v3,562906,564160,(-),564160,same,2565,same,3827,protein,2,1137,0,1,3,1,exported,FALSE,1,1,rifin,0,1,0,0,1,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 562906 - 564160 (-)
PF3D7_0712600,VAR PF3D7_0712600,VAR PF3D7_0712600,erythrocyte membrane protein 1 PfEMP1 (VAR),Pf3D7_07_v3,566726,574308,(-),574308,opposite,3636,same,2565,protein,2,6648,0,0,0,0,exported,FALSE,1,1,var,0,1,1,1,3,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 566726 - 574308 (-)
PF3D7_0712700,PF3D7_0712700 ncRNA,PF3D7_0712700 ncRNA,Plasmodium RNA of unknown function RUF6-13,Pf3D7_07_v3,577945,578078,(+),577945,opposite,3636,opposite,3307,ncRNA,1,134,0,0,NA,NA,0,FALSE,2,2,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 577945 - 578078 (+)
PF3D7_0712800,VAR PF3D7_0712800,VAR PF3D7_0712800,erythrocyte membrane protein 1 PfEMP1 (VAR),Pf3D7_07_v3,581386,588923,(-),588923,same,1402,opposite,3307,protein,2,6720,0,0,0,0,exported,FALSE,0,0,var,1,1,1,1,4,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 581386 - 588923 (-)
PF3D7_0712900,VAR PF3D7_0712900,VAR PF3D7_0712900,erythrocyte membrane protein 1 PfEMP1 (VAR),Pf3D7_07_v3,590326,597733,(-),597733,opposite,4407,same,1402,protein,2,6579,0,0,0,0,exported,FALSE,0,0,var,1,1,1,1,4,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 590326 - 597733 (-)
PF3D7_0713000,RIF PF3D7_0713000,RIF PF3D7_0713000,rifin (RIF),Pf3D7_07_v3,602141,603381,(+),602141,opposite,4407,same,2271,protein,2,1041,0,0,1,1,exported,FALSE,0,0,rifin,0,1,0,0,1,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 602141 - 603381 (+)
PF3D7_0713100,MC-2TM PF3D7_0713100,MC-2TM PF3D7_0713100,Pfmc-2TM Maurer's cleft two transmembrane protein (MC-2TM),Pf3D7_07_v3,605653,606440,(+),605653,same,2271,opposite,670,protein,2,696,0,0,2,1,exported,FALSE,0,1,Pfmc-2TM,1,1,1,1,4,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 605653 - 606440 (+)
PF3D7_0713200,PF3D7_0713200 protein,PF3D7_0713200 protein,RESA-like protein,Pf3D7_07_v3,607111,607785,(-),607785,opposite,1511,opposite,670,protein,1,675,0,0,0,0,0,FALSE,0,0,RESA,0,1,1,1,3,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 607111 - 607785 (-)
PF3D7_0713300,VAR PF3D7_0713300,VAR PF3D7_0713300,erythrocyte membrane protein 1 (PfEMP1) pseudogene (VAR),Pf3D7_07_v3,609297,610522,(+),609297,opposite,1511,same,1935,protein,3,1224,0,1,0,0,exported,FALSE,0,0,var,1,1,1,1,4,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 609297 - 610522 (+)
PF3D7_0713400,SR25,SR25,serpentine receptor putative (SR25),Pf3D7_07_v3,612458,613740,(+),612458,same,1935,same,644,protein,2,1074,0,0,8,1,intergralMembrane,FALSE,0,1,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 612458 - 613740 (+)
PF3D7_0713500,PF3D7_0713500 protein,PF3D7_0713500 protein,conserved Plasmodium protein unknown function,Pf3D7_07_v3,614385,617249,(+),614385,same,644,same,683,protein,1,2865,0,0,2,0,secretoryPathway,FALSE,0,0,other,0,0,0,0,0,2,0,0,-6.659316752,-6.659316752,Pf3D7_07_v3: 614385 - 617249 (+)
PF3D7_0713600,PF3D7_0713600 protein,PF3D7_0713600 protein,mitochondrial ribosomal protein S5 precursor putative,Pf3D7_07_v3,617933,620867,(+),617933,same,683,opposite,595,protein,2,2754,0,0,1,0,mitochondrion,FALSE,0,0,mitoRibosome,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 617933 - 620867 (+)
PF3D7_0713700,PF3D7_0713700 protein,PF3D7_0713700 protein,conserved Plasmodium protein unknown function,Pf3D7_07_v3,621463,623521,(-),623521,same,857,opposite,595,protein,9,630,0,0,2,1,secretoryPathway,FALSE,0,0,other,0,0,0,0,0,6,5,5,0.729180551,0.729180551,Pf3D7_07_v3: 621463 - 623521 (-)
PF3D7_0713800,NELFA,NELFA,negative elongation factor A putative (NELFA),Pf3D7_07_v3,624379,625300,(-),625300,same,1766,same,857,protein,2,723,0,0,0,0,0,FALSE,2,2,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 624379 - 625300 (-)
PF3D7_0713900,PF3D7_0713900 protein,PF3D7_0713900 protein,conserved Plasmodium protein unknown function,Pf3D7_07_v3,627067,637776,(-),637776,same,5324,same,1766,protein,1,10710,0,0,0,0,0,FALSE,1,1,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 627067 - 637776 (-)
PF3D7_0714000,H2B.Z,H2B.Z,histone H2B variant (H2B.Z),Pf3D7_07_v3,643101,643472,(-),643472,same,3246,same,5324,protein,1,372,0,0,0,0,0,FALSE,0,3,other,0,0,0,0,0,5,5,5,0.991734939,0.991734939,Pf3D7_07_v3: 643101 - 643472 (-)
PF3D7_0714100,PF3D7_0714100 protein,PF3D7_0714100 protein,conserved Plasmodium protein unknown function,Pf3D7_07_v3,646719,648767,(-),648767,opposite,2066,same,3246,protein,1,2049,0,0,0,0,0,FALSE,1,1,other,0,0,0,0,0,7,0,0,-8.461535695,-8.461535695,Pf3D7_07_v3: 646719 - 648767 (-)
PF3D7_0714200,PF3D7_0714200 protein,PF3D7_0714200 protein,conserved Plasmodium protein unknown function,Pf3D7_07_v3,650834,654919,(+),650834,opposite,2066,same,1951,protein,1,4086,0,0,0,0,0,FALSE,2,2,other,0,0,0,0,0,0,3,3,9.225354616,9.225354616,Pf3D7_07_v3: 650834 - 654919 (+)
PF3D7_0714300,DHHC4,DHHC4,palmitoyltransferase putative (DHHC4),Pf3D7_07_v3,656871,661669,(+),656871,same,1951,opposite,614,protein,5,3966,0,0,4,0,intergralMembrane,FALSE,0,1,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 656871 - 661669 (+)
PF3D7_0714400,PF3D7_0714400 protein,PF3D7_0714400 protein,calmodulin putative,Pf3D7_07_v3,662284,663407,(-),663407,opposite,1548,opposite,614,protein,3,771,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,2,0,0,-6.659316752,-6.659316752,Pf3D7_07_v3: 662284 - 663407 (-)
PF3D7_0714500,PF3D7_0714500 protein,PF3D7_0714500 protein,transcription elongation factor s-II putative,Pf3D7_07_v3,664956,666167,(+),664956,opposite,1548,same,1817,protein,1,1212,0,0,0,0,nucleus,FALSE,0,0,other,0,0,0,0,0,12,0,0,-9.238285497,-9.238285497,Pf3D7_07_v3: 664956 - 666167 (+)
PF3D7_0714600,PF3D7_0714600 protein,PF3D7_0714600 protein,conserved Plasmodium protein unknown function,Pf3D7_07_v3,667985,669712,(+),667985,same,1817,same,1082,protein,1,1728,0,0,0,0,0,FALSE,1,1,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 667985 - 669712 (+)
PF3D7_0714700,PF3D7_0714700 tRNA,PF3D7_0714700 tRNA,tRNA Asparagine,Pf3D7_07_v3,670795,670866,(+),670795,same,1082,same,789,tRNA,1,72,0,0,NA,NA,0,FALSE,1,1,tRNA,1,0,0,0,1,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 670795 - 670866 (+)
PF3D7_0714800,PF3D7_0714800 tRNA,PF3D7_0714800 tRNA,tRNA Leucine,Pf3D7_07_v3,671656,671735,(+),671656,same,789,opposite,999,tRNA,1,80,0,0,NA,NA,0,FALSE,0,0,tRNA,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 671656 - 671735 (+)
PF3D7_0714900,PF3D7_0714900 tRNA,PF3D7_0714900 tRNA,tRNA Serine,Pf3D7_07_v3,672735,672816,(-),672816,opposite,634,opposite,999,tRNA,1,82,0,0,NA,NA,0,FALSE,0,0,tRNA,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 672735 - 672816 (-)
PF3D7_0715000,PNPase,PNPase,4-nitrophenylphosphatase (PNPase),Pf3D7_07_v3,673451,674419,(+),673451,opposite,634,opposite,190,protein,1,969,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,4,5,5,1.312943306,1.312943306,Pf3D7_07_v3: 673451 - 674419 (+)
PF3D7_0715100,MYCBP,MYCBP,C-Myc-binding protein putative (MYCBP),Pf3D7_07_v3,674610,675130,(-),675130,same,930,opposite,190,protein,2,327,0,0,0,0,0,FALSE,1,1,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 674610 - 675130 (-)
PF3D7_0715200,PF3D7_0715200 protein,PF3D7_0715200 protein,conserved Plasmodium protein unknown function,Pf3D7_07_v3,676061,682681,(-),682681,same,1857,same,930,protein,1,6621,0,0,1,1,secretoryPathway,FALSE,1,2,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 676061 - 682681 (-)
PF3D7_0715300,PF3D7_0715300 protein,PF3D7_0715300 protein,calcium/calmodulin-dependent protein kinase putative,Pf3D7_07_v3,684539,686691,(-),686691,same,1199,same,1857,protein,4,1554,0,0,0,0,0,FALSE,1,2,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 684539 - 686691 (-)
PF3D7_0715400,PSOP20,PSOP20,secreted ookinete protein putative (PSOP20),Pf3D7_07_v3,687891,688848,(-),688848,same,694,same,1199,protein,3,660,0,0,0,1,secretoryPathway,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 687891 - 688848 (-)
PF3D7_0715500,PF3D7_0715500 protein,PF3D7_0715500 protein,mitochondrial ATP synthase F1 epsilon subunit putative,Pf3D7_07_v3,689543,690057,(-),690057,opposite,1010,same,694,protein,3,216,0,0,0,0,mitochondrion,FALSE,0,0,other,0,0,0,0,0,2,0,0,-6.659316752,-6.659316752,Pf3D7_07_v3: 689543 - 690057 (-)
PF3D7_0715600,PF3D7_0715600 protein,PF3D7_0715600 protein,GTP-binding translation elongation factor tu family protein putative,Pf3D7_07_v3,691068,693332,(+),691068,opposite,1010,same,1190,protein,1,2265,0,0,0,0,0,FALSE,0,0,translation,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 691068 - 693332 (+)
PF3D7_0715700,PF3D7_0715700 protein,PF3D7_0715700 protein,conserved Plasmodium protein unknown function,Pf3D7_07_v3,694523,694882,(+),694523,same,1190,opposite,717,protein,1,360,0,0,0,0,0,FALSE,1,2,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 694523 - 694882 (+)
PF3D7_0715800,PF3D7_0715800 protein,PF3D7_0715800 protein,drug/metabolite exporter drug/metabolite transporter,Pf3D7_07_v3,695600,696904,(-),696904,opposite,2334,opposite,717,protein,1,1305,0,0,9,0,integralMembrane,FALSE,0,0,other,0,0,1,0,1,2,0,0,-6.659316752,-6.659316752,Pf3D7_07_v3: 695600 - 696904 (-)
PF3D7_0715900,PF3D7_0715900 protein,PF3D7_0715900 protein,zinc transporter putative,Pf3D7_07_v3,699239,700909,(+),699239,opposite,2334,same,2297,protein,1,1671,0,0,6,0,intergralMembrane,FALSE,2,2,other,0,0,0,0,0,1,1,1,0.991734939,0.991734939,Pf3D7_07_v3: 699239 - 700909 (+)
PF3D7_0716000,PF3D7_0716000 protein,PF3D7_0716000 protein,RNA-binding protein putative,Pf3D7_07_v3,703207,706584,(+),703207,same,2297,opposite,1114,protein,1,3378,0,0,0,0,0,FALSE,1,2,other,0,0,0,0,0,8,3,3,-0.420303817,-0.420303817,Pf3D7_07_v3: 703207 - 706584 (+)
PF3D7_0716100,SDA1,SDA1,protein SDA1 putative (SDA1),Pf3D7_07_v3,707699,710908,(-),710908,opposite,1560,opposite,1114,protein,1,3210,0,0,0,0,nucleus,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 707699 - 710908 (-)
PF3D7_0716200,PF3D7_0716200 protein,PF3D7_0716200 protein,conserved Plasmodium protein unknown function,Pf3D7_07_v3,712469,714967,(+),712469,opposite,1560,same,2313,protein,1,2499,0,0,0,0,0,FALSE,0,0,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 712469 - 714967 (+)
PF3D7_0716300,PF3D7_0716300 protein,PF3D7_0716300 protein,conserved Plasmodium protein unknown function,Pf3D7_07_v3,717281,718968,(+),717281,same,2313,same,1041,protein,2,1569,0,0,0,1,secretoryPathway,FALSE,0,2,other,0,0,0,0,0,0,3,3,9.225354616,9.225354616,Pf3D7_07_v3: 717281 - 718968 (+)
PF3D7_0716400,PF3D7_0716400 protein,PF3D7_0716400 protein,transcription initiation factor IIA subunit 1 putative,Pf3D7_07_v3,720010,721467,(+),720010,same,1041,same,249,protein,10,525,0,0,0,0,nucleus,FALSE,1,1,other,0,0,0,0,0,0,0,0,0.991734939,0.991734939,Pf3D7_07_v3: 720010 - 721467 (+)
